SUMMARY
VIDEO TITLE,5 tips to improve logic building in programming
VIDEO PUBLISHED AT,2017-07-04T10:33:49Z
VIDEO ID,gJT-FaRf5JI
CHANNEL NAME,Hitesh Choudhary
VIEWS COUNT,464039
LIKES COUNT,13697
DISLIKES COUNT,421
COMMENTS COUNT,422
POSITIVE COMMENTS COUNT,191 (60.06%)
NEGATIVE COMMENTS COUNT,27 (8.49%)
NEUTRAL COMMENTS COUNT,100 (31.45%)
OVERALL,Positive comments with Overall Polarity 74.86
COMMENTS
S.No,Category,Author,Comment,Likes Count,Published At,Polarity
181,Positive Comment,Rabin Pokhrel,"Background music is good :-) . Thank you, keep inspiring us...",2,2017-07-04T12:40:52Z,0.5666666666666667
182,Positive Comment,akshata sharannavar,thankyou so much for this vedio sir,1,2017-07-04T12:04:42Z,0.2
183,Positive Comment,Ashish Ranjan,nice video,0,2017-07-04T11:38:08Z,0.6
184,Positive Comment,Arkeis MCB,THE TIPS ARE AWESOME KEEP IT UP I LOVE UR VIDEOS BRO ;),1,2017-07-04T11:23:09Z,0.5833333333333334
185,Positive Comment,miheso clement,"Hello Hitesh..... I will like to say a big thank you for your work done.
This is the kind of video we look up for from the experts and experience programmers like you .Thanks so much ....we appreciate it and our children will also benefit from it ....Thanks.",0,2017-07-04T11:08:44Z,0.26666666666666666
186,Positive Comment,Femmy Nanwani,Thank you soo much sir for this you are awesome i m ur big fan,11,2017-07-04T10:54:52Z,0.39999999999999997
187,Positive Comment,Bindu Choudhary,hello hitesh ...can you post a vedio on best practices of code in Android,4,2017-07-04T10:51:06Z,1.0
188,Positive Comment,GEORGE JOSE,"Hi Sir,Can you make a video on AI programming , Latest tools used and technologies developed.",35,2017-07-04T10:50:46Z,0.3
189,Positive Comment,YATHENDRA,Bro what is AEM or Adobe CQ5 is it good to use for web development ?,1,2017-07-04T10:41:07Z,0.7
190,Positive Comment,Bidyut Ganguly,great !!..,0,2017-07-04T10:38:30Z,1.0
191,Positive Comment,vinay vemuri,Thanks hitesh.. waiting for this video from longtime... finally,12,2017-07-04T10:38:03Z,0.1
1,Negative Comment,Ayu jaiswal,Im too weak in programming.may be because of maths it's too week.I really trying to create logics but i can't.plz help.,0,2020-06-01T06:00:40Z,-0.0875
2,Negative Comment,Can't Decode in CSV,Can't Decode in CSV,0,2020-03-30T15:24:01Z,-0.8
3,Negative Comment,abdullah razzaq,if a person have no intrest in coding but if he work hard or practice it he do it or not?,0,2020-02-23T14:20:06Z,-0.2916666666666667
4,Negative Comment,Shivam Anand,"is there any site or book to practice questions to build logic , i mean from basic problems  topic by topic systematically covering each topic?",0,2020-01-14T14:32:54Z,-0.15625
5,Negative Comment,dilip yadav,what i am doing if my previous problem is not solve,0,2019-12-30T13:12:55Z,-0.16666666666666666
6,Negative Comment,RAZAT NAGAR,Bro pls give me your grey t-shirt link please,0,2019-09-02T15:52:55Z,-0.05
7,Negative Comment,Priyam Suthar,"Question = how to master in programming
Answer = wear grey t shirt",1,2019-04-25T05:01:23Z,-0.05
8,Negative Comment,Jitesh Kumar,not usefull,0,2019-02-12T19:24:54Z,-0.15
9,Negative Comment,Abhijeet Bhaskar,"I hate that music, bro I like your video  but don't use such loud music it distract me.",0,2019-01-20T04:16:44Z,-0.23333333333333336
10,Negative Comment,Mike Mao Che,"Just to mention, if you look other people code. Be aware you have to filter what's code will be an optimal way and good habit to use. Otherwise, you will learn bad moves from that.
I wonder do you have any advices to improve the speed for coding ? I feel I am just coding so slow and not to be productive at all.",0,2018-12-18T22:06:16Z,-0.03499999999999999
11,Negative Comment,Sonu choudhary,"sir i want to write a program for fibonacci series or any other program.Sir, how to think what  contents( tokens, loops ) should be used to write this code
pls reply me",0,2018-11-29T05:48:19Z,-0.125
12,Negative Comment,Yoshita Arora,The music is really very annoying,0,2018-11-17T14:45:21Z,-1.0
13,Negative Comment,Ashok Kumar,Can you pls turn off that background music...it is disturbing.,45,2018-09-17T13:39:35Z,-0.5
14,Negative Comment,Swatantra Gyanchandra Namdeo,Sir in this video u said app like dimissing keyboard what does it mean plz let mei,0,2018-08-26T10:42:37Z,-0.3125
15,Negative Comment,Can't Decode in CSV,Can't Decode in CSV,0,2018-08-02T04:57:21Z,-0.3125
16,Negative Comment,Kishan chand arora,You should summarize all the tips at the end of video. This will help me a  little  and others also.,0,2018-07-17T12:47:12Z,-0.1875
17,Negative Comment,Wahid Jamal,Music is disturbing,0,2018-07-04T18:27:26Z,-0.5
18,Negative Comment,Can't Decode in CSV,Can't Decode in CSV,0,2018-07-03T17:44:55Z,-0.18828125
19,Negative Comment,Can't Decode in CSV,Can't Decode in CSV,0,2018-05-27T23:38:07Z,-0.25
20,Negative Comment,Ritesh Kumar,How to improve our programming skills in c languages......it's getting tougher and tougher for me frustrating always,0,2018-05-14T18:13:25Z,-0.4
21,Negative Comment,keshava bathina,"sir, i want to learn android game development with unity3d .Can u suggest me how to learn step by step?",0,2018-03-05T04:56:38Z,-0.4
22,Negative Comment,ravi s,where can we get lot of exercises small to big like write a program to get this output etc,0,2018-03-03T06:05:27Z,-0.125
23,Negative Comment,Shubham Sharma,"hi sir, make a video on - learning programming step by step OR steps to build a strong base in programming - for example - for android first learn java or git- html for web development etc - actually i am confused that what steps should i take to learn or become a professional programmer.",0,2018-01-16T16:53:35Z,-0.08333333333333337
24,Negative Comment,Dalveer Singh__#,Very long video.,0,2017-11-28T17:40:54Z,-0.065
25,Negative Comment,Drashti Tank,Hello sir. Please make the video on Machine Learning nd Artificial Intelligence.. nd also about IOT.,0,2017-07-19T18:14:35Z,-0.6
26,Negative Comment,bodla vikram,"hai sir, can you make  a small andriod app using kotlin",0,2017-07-04T11:32:36Z,-0.25
27,Negative Comment,Deep Gosalia,"sir can u make a video on which website is better to practice code i.e. hacker rank, codechef......?",0,2017-07-04T10:38:54Z,-0.15000000000000002
1,Neutral Comment,Usman Ghani,"when should i start practicing on projects, after practicing all basics of a language or just after learning basics?",0,2020-06-14T17:06:48Z,0.0
2,Neutral Comment,Can't Decode in CSV,Can't Decode in CSV,0,2020-05-08T13:44:38Z,0.0
3,Neutral Comment,Bhaskar Verma,"Hi sir,can you share project with java with collections .I dont have android knowledge so asking for this project.",0,2020-05-05T10:36:49Z,0.0
4,Neutral Comment,INDIAN4U,Please contact nuber,0,2020-04-08T01:32:14Z,0.0
5,Neutral Comment,Can't Decode in CSV,Can't Decode in CSV,6,2020-03-03T16:22:21Z,0.0
6,Neutral Comment,Trolex Gaming,https://ide.geeksforgeeks.org/YaBrIQtCAj,0,2020-02-21T20:58:37Z,0.0
7,Neutral Comment,Dinesh M,"please reduce the background music,its totally spoil  the video",0,2020-02-04T05:55:49Z,0.0
8,Neutral Comment,Lidya Bhavana,Can you please share us some programs..,0,2020-01-13T04:55:22Z,0.0
9,Neutral Comment,Krishna Bharati,Kadawa sach,0,2019-12-23T20:36:57Z,0.0
10,Neutral Comment,Tejesh kumar Reddy,"How can I learn logic by the using of project ,can u tell me please",0,2019-11-04T10:59:54Z,0.0
11,Neutral Comment,Can't Decode in CSV,Can't Decode in CSV,1,2019-11-02T04:25:09Z,0.0
12,Neutral Comment,Vishal Khandate,from where sholud i learn php ?,0,2019-10-19T13:45:40Z,0.0
13,Neutral Comment,Hope,Thank you for sharing knowledge,0,2019-09-23T19:13:01Z,0.0
14,Neutral Comment,ravi dharmana,"hai hitesh choudhary could u plz explain sap abap course ....

what are the advantages and disadvantages ?
please create a video in youtube...",0,2019-09-21T17:57:18Z,0.0
15,Neutral Comment,Naresh Kommu,"tq,really helpful,clear clarity for beginners",1,2019-08-25T15:27:35Z,0.0
16,Neutral Comment,jamuna s,"HELLOW SIR U HAVE TAKEN ABOUT ANY  C, C++  PROGRAMMING COURSES ??",0,2019-08-19T11:19:36Z,0.0
17,Neutral Comment,Can't Decode in CSV,Can't Decode in CSV,0,2019-08-14T12:48:28Z,0.0
18,Neutral Comment,Can't Decode in CSV,Can't Decode in CSV,0,2019-08-13T12:00:05Z,0.0
19,Neutral Comment,Nc Vignesh,Bro explain me to develop ABAP program logic,0,2019-07-15T12:03:29Z,0.0
20,Neutral Comment,Shah Zaahid,Thank you,0,2019-06-18T11:34:48Z,0.0
21,Neutral Comment,MetalHead DS,I feel like attending a programming seminar in Hawaii.,191,2019-05-20T12:39:50Z,0.0
22,Neutral Comment,Vvsuryanarayana N,2:15 starts,2,2019-04-15T12:46:52Z,0.0
23,Neutral Comment,Rudra Jha,"Only tip to improve anything:
Think and practise",1,2019-04-11T19:09:55Z,0.0
24,Neutral Comment,Philanthropist Upadhyay,Please explain each and every chapter of java language from class 10.,0,2019-03-30T14:27:04Z,0.0
25,Neutral Comment,miss_ writer143,So you're an Indian.,0,2019-03-19T16:02:41Z,0.0
26,Neutral Comment,Mumtaz Shaik,"Hi Sir, please give us different  ideas on what projects we can work on to start with and how to proceed",2,2019-03-13T09:52:57Z,0.0
27,Neutral Comment,mashuda tanu,Is there any app by which we can practice coding??,0,2019-02-10T12:33:51Z,0.0
28,Neutral Comment,Akshay Kumar Mishra,seems like you are giving tips to a 10th standard student! with such a distracting bullshit music in background ! yOU Lost a subscriber,0,2019-02-07T16:50:35Z,0.0
29,Neutral Comment,Saikat Mandal,Where can I get project?,0,2019-01-26T17:29:57Z,0.0
30,Neutral Comment,iNet16,"5 tips to improve logic building in programming
tip #1: turn off this music ^^",80,2019-01-16T18:05:14Z,0.0
31,Neutral Comment,Swarup Panda,video starts at 2:00,0,2019-01-07T05:37:05Z,0.0
32,Neutral Comment,Shubham Goswami,"How can i make a android app ....
Wht basic knowledge i shoul require",0,2019-01-01T06:43:12Z,0.0
33,Neutral Comment,mohd shadan,"no ideas for project
what should i do??????",0,2018-12-29T17:04:03Z,0.0
34,Neutral Comment,Sagar Jugdhar,Plz stop that music in background,0,2018-12-07T12:55:26Z,0.0
35,Neutral Comment,Vimal Kumar Chaudhary,"hello sir ,hacker kaise bne.but i m a c.s.e student .please help",0,2018-12-03T15:47:48Z,0.0
36,Neutral Comment,siva voleti,Appreciate!!,0,2018-11-18T07:13:47Z,0.0
37,Neutral Comment,Aniket Biswas,"Sir, Please Make video in hindi.",0,2018-09-21T08:17:07Z,0.0
38,Neutral Comment,ashad abbas,"can u just tell some basic programming fn and the processor operation code associated with that,,eg like swapping of 2 no and operation cost associated with that",0,2018-09-19T15:47:57Z,0.0
39,Neutral Comment,V R,"Sir .,how to starts working on projects i have c ,c++,8051,embedded c  knowledge . learning these languages since 5 months",0,2018-08-30T15:29:03Z,0.0
40,Neutral Comment,Manish Tamrakar,"Hello sir 
Can any application help to built logic",0,2018-08-01T18:59:12Z,0.0
41,Neutral Comment,PRRETI YADAV,what  is the  prerequirment for learning machine learning,0,2018-07-29T17:25:27Z,0.0
42,Neutral Comment,Can't Decode in CSV,Can't Decode in CSV,0,2018-07-20T00:34:24Z,0.0
43,Neutral Comment,Can't Decode in CSV,Can't Decode in CSV,0,2018-07-17T13:01:04Z,0.0
44,Neutral Comment,Abhay Agnihotri,music in background is not matching the video sounds like i am in goa,0,2018-07-14T17:56:46Z,0.0
45,Neutral Comment,Can't Decode in CSV,Can't Decode in CSV,1,2018-07-12T19:44:54Z,0.0
46,Neutral Comment,harika pachipulusu,Can anyone suggest me any website 2 practice various programs??plzzz,0,2018-07-12T11:25:34Z,0.0
47,Neutral Comment,Sanskriti Patil 2BA17CS092,Thank you,0,2018-07-05T07:11:07Z,0.0
48,Neutral Comment,vidhan sharma,Shut your mouth bro...... Rubbish,0,2018-07-02T23:00:31Z,0.0
49,Neutral Comment,prestige player,Sir I have just started Learning c language.. And I am following a book (let us c by yashwant p. Kanetkar.)..any tips for a beginner..,0,2018-06-24T16:25:24Z,0.0
50,Neutral Comment,ayushi priya,"Hey,could you suggest projects in python?",0,2018-06-08T07:32:32Z,0.0
51,Neutral Comment,Dheeraj kumar,"make some videos on how IT company works on projects ,and what are there current programming languages which they are using for their projects",0,2018-06-02T12:09:54Z,0.0
52,Neutral Comment,aishwarya kalyan,Disturbance of background music,0,2018-06-01T15:27:37Z,0.0
53,Neutral Comment,Raja sah,How I am improve my programming skll,1,2018-04-27T10:30:31Z,0.0
54,Neutral Comment,viswa kalyan,Need a python project from you in YouTube,0,2018-04-10T14:54:19Z,0.0
55,Neutral Comment,Rama Shankar Kumar,sir plz give us the idea of python project.,0,2018-04-09T21:32:25Z,0.0
56,Neutral Comment,salaman 10,make a video on AI programming,0,2018-04-08T07:19:46Z,0.0
57,Neutral Comment,Smart Ninja,"Improve logic, take help from stackoverflow, thx",0,2018-04-04T19:05:23Z,0.0
58,Neutral Comment,Shalu Rajpoot,Please make video for business analyst tools n also I want to learn ba tools,0,2018-04-02T07:09:32Z,0.0
59,Neutral Comment,samrat chougale,Sir can you give me coupon code for web development course on ur learning site plzz,0,2018-03-15T20:08:19Z,0.0
60,Neutral Comment,Walterpeter Scott,Do we need to solve verbal non verbal reasoning to improve logic. Does it help,0,2018-03-11T05:38:54Z,0.0
61,Neutral Comment,sunita patro,"where can we get exercises, like write a program to get this, write a program to get that etc.?",0,2018-03-03T06:04:21Z,0.0
62,Neutral Comment,Deep Roy,you are taking about udacity course projects!!!,0,2018-02-02T14:43:12Z,0.0
63,Neutral Comment,Yuvraj Sharma,Do you even lift bro?,3,2018-02-02T06:55:44Z,0.0
64,Neutral Comment,Mahesh Mote,Thank you for helping brother!,0,2018-01-10T06:03:55Z,0.0
65,Neutral Comment,Dima Iholkin,Some Crash Bandicoot music.,0,2018-01-02T19:08:17Z,0.0
66,Neutral Comment,Argha Sarkar,thank you sir....,0,2017-12-31T09:00:50Z,0.0
67,Neutral Comment,awesome sauce,Subtitles at 0:08,0,2017-12-25T02:56:35Z,0.0
68,Neutral Comment,DarkGrisen,Why didn't you talk about math?,0,2017-12-23T22:08:53Z,0.0
69,Neutral Comment,Yogita Misal,Thank u soo much!!!Sir,0,2017-12-03T18:38:15Z,0.0
70,Neutral Comment,Digitalrishi,sir please start php on your chanel,0,2017-11-18T03:41:56Z,0.0
71,Neutral Comment,abhi ganta,#Respect for StackOverFlow,0,2017-11-12T14:53:25Z,0.0
72,Neutral Comment,Essa Khaan,thank u sir,0,2017-09-28T21:41:56Z,0.0
73,Neutral Comment,Raj Xen,thank you sir,0,2017-09-12T03:58:24Z,0.0
74,Neutral Comment,Ashish Sangwan,Sir please provide your mail. Message me ashishsangwan1297@gmail.com. please,0,2017-09-10T05:43:55Z,0.0
75,Neutral Comment,Dhanashri Chakraborty,But I don't get solution of some programs after trying a lot ..then wat would u like to suggest?,0,2017-09-08T19:29:31Z,0.0
76,Neutral Comment,B S VAIBHAV,i want to learn coding but i am coding phobic. how to overcome it,0,2017-08-30T16:03:11Z,0.0
77,Neutral Comment,Keerthana Ezhilarasan,Thank u sir I am from India tq for ur tips,0,2017-08-22T11:15:48Z,0.0
78,Neutral Comment,Nandish Ajani,Please make a video on Progressive Web App,0,2017-08-12T16:23:54Z,0.0
79,Neutral Comment,mohan mark,how to post question on stack overflow,0,2017-08-12T05:27:12Z,0.0
80,Neutral Comment,Supriyanta Poddar,"Please make a video on how do we start building a project, what languages we have to learn?",0,2017-08-03T21:31:05Z,0.0
81,Neutral Comment,anandraja n,"Sir,plz make a video about how to learn algorithms and data-structures in efficient way",8,2017-07-27T00:04:31Z,0.0
82,Neutral Comment,Priya Sah,"hello.........if i dnt knw any programming language ,can i start with java??",3,2017-07-20T13:47:00Z,0.0
83,Neutral Comment,Japneet Singh,AI,1,2017-07-17T12:58:35Z,0.0
84,Neutral Comment,Can't Decode in CSV,Can't Decode in CSV,0,2017-07-17T09:29:07Z,0.0
85,Neutral Comment,rajashekar my,"hai histesh sir, waiting for mvc with angularjs videos....",0,2017-07-05T06:13:54Z,0.0
86,Neutral Comment,Anshul Agarwal,"Hi Hitesh sir,
only u could solve this out.
There is a lot of confusion regarding machine learning.
Like language's preferred such as R, python, octave, matlab , java etc. but one can not learn all this . I only know JAVA , what would u suggest me from where I should start.
Please reply and make a video of the same.
Thanx..",0,2017-07-05T01:34:43Z,0.0
87,Neutral Comment,Rabindra Panigrahy,Ossuum tips Hitesh !!,0,2017-07-04T19:58:26Z,0.0
88,Neutral Comment,LEARN FROM ANYWHERE,hey anyone can suggest me any project on which I can? please anyone,0,2017-07-04T19:27:00Z,0.0
89,Neutral Comment,Sanjay san\boga,"Please tell me about the GIT,  What is it  uses of it",0,2017-07-04T18:12:52Z,0.0
90,Neutral Comment,Yashpal Gowda,sir make video on phython,0,2017-07-04T15:14:35Z,0.0
91,Neutral Comment,Kunal Chakladar,sir make a video on ui ux,0,2017-07-04T15:07:50Z,0.0
92,Neutral Comment,Byron JR,thank you,0,2017-07-04T14:32:44Z,0.0
93,Neutral Comment,Fazal828,That music is a bit distracting,382,2017-07-04T13:40:59Z,0.0
94,Neutral Comment,Saksham Sinha,hi sir can you make a video regarding why people use Linux for programming rather we can do all that on windows and Mac ?,11,2017-07-04T13:36:48Z,0.0
95,Neutral Comment,Paul Hacker,make video abt salesforce,0,2017-07-04T12:15:04Z,0.0
96,Neutral Comment,Anshul Agarwal,"Hello Hitesh Sir,
Sir I want to learn Machine learning but don't know python. I only knows JAVA. Please suggest me , up to what level I should learn python so that I could get started with  machine learning.",2,2017-07-04T11:58:37Z,0.0
97,Neutral Comment,Arun Gupta,soon there will no need programmers plz sir answer me,0,2017-07-04T11:31:12Z,0.0
98,Neutral Comment,Tanveer Singh,Do You Use Source Control For Managing Your Project?,0,2017-07-04T11:09:09Z,0.0
99,Neutral Comment,Shubham Sharma,sir can i make clone of whatsapp by the help of GitHub,0,2017-07-04T11:01:23Z,0.0
100,Neutral Comment,SCI2TECH TV,Sir from which college u have done ECE b tech,1,2017-07-04T10:50:16Z,0.0
